bpp,autenc_SSIM,autenc_L1,autenc_L2,jpeg_SSIM,jpeg_SSIMNoChromDownS
0.375,0.6824986559212208,0.4516719394221902,0.44862084021344784,0.8729933074057102,0.8563920856118202
0.46875,0.7671324459254741,0.6362227438747883,0.659682271888107,0.8964686588048935,0.8866039129555225
0.5625,0.8159000543028117,0.7425394928187132,0.754416952393949,0.9130607823073864,0.9072479690790176
0.65625,0.8415996865808963,0.7987388564735651,0.787522056812048,0.9256324653983116,0.922156191444397
0.75,0.8674079493403435,0.8395360526144504,0.8542835065364838,0.935712072622776,0.9338205624699593
0.84375,0.8951973630070686,0.8781035023927689,0.8902124163627625,0.9439101511061192,0.9432659873485565
0.9375,0.9125408065825701,0.9131400411069394,0.9185371382832527,0.9505524954915047,0.950878798007965
1.03125,0.9172244587548077,0.922281829303503,0.9227300637140871,0.9562364027619362,0.9572522843301297
1.125,0.9139877244105097,0.9259849889253267,0.9226514150089817,0.960889201271534,0.9625313058614731
